way,node1,node2,count
https://www.openstreetmap.org/way/158708361,https://www.openstreetmap.org/node/8070641026,https://www.openstreetmap.org/node/8070649208,1
https://www.openstreetmap.org/way/171998747,https://www.openstreetmap.org/node/1829558416,https://www.openstreetmap.org/node/69426288,1
https://www.openstreetmap.org/way/843189116,https://www.openstreetmap.org/node/7865665332,https://www.openstreetmap.org/node/8312364391,1
https://www.openstreetmap.org/way/1056789510,https://www.openstreetmap.org/node/9707324136,https://www.openstreetmap.org/node/9710514989,1
https://www.openstreetmap.org/way/690507621,https://www.openstreetmap.org/node/6478324592,https://www.openstreetmap.org/node/9762955122,2
https://www.openstreetmap.org/way/868080984,https://www.openstreetmap.org/node/8721246023,https://www.openstreetmap.org/node/8349178303,1
https://www.openstreetmap.org/way/554663217,https://www.openstreetmap.org/node/433042892,https://www.openstreetmap.org/node/433042897,2
https://www.openstreetmap.org/way/183228884,https://www.openstreetmap.org/node/1935980484,https://www.openstreetmap.org/node/1935980367,3
https://www.openstreetmap.org/way/734936032,https://www.openstreetmap.org/node/6883312375,https://www.openstreetmap.org/node/6883312367,5
https://www.openstreetmap.org/way/336015943,https://www.openstreetmap.org/node/5676507289,https://www.openstreetmap.org/node/3431029162,244
https://www.openstreetmap.org/way/35480477,https://www.openstreetmap.org/node/416084970,https://www.openstreetmap.org/node/6399261593,2
https://www.openstreetmap.org/way/672435820,https://www.openstreetmap.org/node/9887202010,https://www.openstreetmap.org/node/403152445,1
https://www.openstreetmap.org/way/745436098,https://www.openstreetmap.org/node/6977771560,https://www.openstreetmap.org/node/3070743094,372
https://www.openstreetmap.org/way/19651891,https://www.openstreetmap.org/node/1206843077,https://www.openstreetmap.org/node/1206843183,6
https://www.openstreetmap.org/way/152239879,https://www.openstreetmap.org/node/1584211927,https://www.openstreetmap.org/node/8316786201,6
https://www.openstreetmap.org/way/45876449,https://www.openstreetmap.org/node/954808845,https://www.openstreetmap.org/node/207562486,1
https://www.openstreetmap.org/way/336607715,https://www.openstreetmap.org/node/1090946495,https://www.openstreetmap.org/node/1026411787,1
https://www.openstreetmap.org/way/1007901945,https://www.openstreetmap.org/node/1933000725,https://www.openstreetmap.org/node/1933000723,39
https://www.openstreetmap.org/way/48295502,https://www.openstreetmap.org/node/8006500198,https://www.openstreetmap.org/node/8006500206,1
https://www.openstreetmap.org/way/477366917,https://www.openstreetmap.org/node/507416675,https://www.openstreetmap.org/node/8232807889,9
https://www.openstreetmap.org/way/212334198,https://www.openstreetmap.org/node/429342844,https://www.openstreetmap.org/node/3338623397,24
https://www.openstreetmap.org/way/1083615585,https://www.openstreetmap.org/node/3900143102,https://www.openstreetmap.org/node/9244264510,4
https://www.openstreetmap.org/way/680822931,https://www.openstreetmap.org/node/420325041,https://www.openstreetmap.org/node/420325043,3
https://www.openstreetmap.org/way/1068637527,https://www.openstreetmap.org/node/9809652014,https://www.openstreetmap.org/node/9809652013,4
https://www.openstreetmap.org/way/1126121857,https://www.openstreetmap.org/node/268638659,https://www.openstreetmap.org/node/268265177,30
https://www.openstreetmap.org/way/723934104,https://www.openstreetmap.org/node/1654282491,https://www.openstreetmap.org/node/1123989562,2
https://www.openstreetmap.org/way/940443870,https://www.openstreetmap.org/node/6361314906,https://www.openstreetmap.org/node/2068643897,1
https://www.openstreetmap.org/way/25062356,https://www.openstreetmap.org/node/272687806,https://www.openstreetmap.org/node/5160357114,1
https://www.openstreetmap.org/way/37264283,https://www.openstreetmap.org/node/10568899100,https://www.openstreetmap.org/node/10582795416,6
https://www.openstreetmap.org/way/966444668,https://www.openstreetmap.org/node/8941331582,https://www.openstreetmap.org/node/9958028739,1
https://www.openstreetmap.org/way/192513332,https://www.openstreetmap.org/node/7985335849,https://www.openstreetmap.org/node/2030649701,1
https://www.openstreetmap.org/way/1217766411,https://www.openstreetmap.org/node/11283444441,https://www.openstreetmap.org/node/3946174001,11
https://www.openstreetmap.org/way/138634469,https://www.openstreetmap.org/node/2809216192,https://www.openstreetmap.org/node/8032266465,4
https://www.openstreetmap.org/way/541864218,https://www.openstreetmap.org/node/5239261705,https://www.openstreetmap.org/node/1074227139,1
https://www.openstreetmap.org/way/22875896,https://www.openstreetmap.org/node/10198504345,https://www.openstreetmap.org/node/7646171534,2
https://www.openstreetmap.org/way/485616838,https://www.openstreetmap.org/node/582778411,https://www.openstreetmap.org/node/4783966515,4
https://www.openstreetmap.org/way/35593806,https://www.openstreetmap.org/node/955100998,https://www.openstreetmap.org/node/1887613033,4
https://www.openstreetmap.org/way/1052126878,https://www.openstreetmap.org/node/2492030309,https://www.openstreetmap.org/node/9668901471,1
https://www.openstreetmap.org/way/39324989,https://www.openstreetmap.org/node/9249375910,https://www.openstreetmap.org/node/471135324,2
https://www.openstreetmap.org/way/860715520,https://www.openstreetmap.org/node/8022353183,https://www.openstreetmap.org/node/8022353184,1
https://www.openstreetmap.org/way/142946940,https://www.openstreetmap.org/node/1564077167,https://www.openstreetmap.org/node/1564077169,1
https://www.openstreetmap.org/way/1011120074,https://www.openstreetmap.org/node/1933000730,https://www.openstreetmap.org/node/431745821,1
https://www.openstreetmap.org/way/963181217,https://www.openstreetmap.org/node/11291983311,https://www.openstreetmap.org/node/433305968,18
https://www.openstreetmap.org/way/922319576,https://www.openstreetmap.org/node/434149372,https://www.openstreetmap.org/node/434149035,18
https://www.openstreetmap.org/way/178997652,https://www.openstreetmap.org/node/1893388785,https://www.openstreetmap.org/node/1893388749,1
https://www.openstreetmap.org/way/152350731,https://www.openstreetmap.org/node/1651745197,https://www.openstreetmap.org/node/1651745186,3
https://www.openstreetmap.org/way/27305075,https://www.openstreetmap.org/node/3035440621,https://www.openstreetmap.org/node/3035440607,3
https://www.openstreetmap.org/way/19657233,https://www.openstreetmap.org/node/203985902,https://www.openstreetmap.org/node/4463648609,2
https://www.openstreetmap.org/way/828466726,https://www.openstreetmap.org/node/7733960708,https://www.openstreetmap.org/node/7733960709,2
https://www.openstreetmap.org/way/83865738,https://www.openstreetmap.org/node/6887341574,https://www.openstreetmap.org/node/979888926,3
https://www.openstreetmap.org/way/1125296153,https://www.openstreetmap.org/node/10290493595,https://www.openstreetmap.org/node/10290493600,51
https://www.openstreetmap.org/way/468785788,https://www.openstreetmap.org/node/4632541079,https://www.openstreetmap.org/node/6923671191,2
https://www.openstreetmap.org/way/46157593,https://www.openstreetmap.org/node/588502292,https://www.openstreetmap.org/node/588502293,1
https://www.openstreetmap.org/way/146588900,https://www.openstreetmap.org/node/1598565386,https://www.openstreetmap.org/node/1598565474,19
https://www.openstreetmap.org/way/941757694,https://www.openstreetmap.org/node/8721246020,https://www.openstreetmap.org/node/8721246023,1
https://www.openstreetmap.org/way/579066984,https://www.openstreetmap.org/node/257665169,https://www.openstreetmap.org/node/5546701257,1
https://www.openstreetmap.org/way/37002801,https://www.openstreetmap.org/node/430349972,https://www.openstreetmap.org/node/430349975,19
https://www.openstreetmap.org/way/31000165,https://www.openstreetmap.org/node/6304537015,https://www.openstreetmap.org/node/256066320,1
https://www.openstreetmap.org/way/141139965,https://www.openstreetmap.org/node/1543415250,https://www.openstreetmap.org/node/1543415141,1
https://www.openstreetmap.org/way/1005959356,https://www.openstreetmap.org/node/1288157003,https://www.openstreetmap.org/node/9281405996,8
https://www.openstreetmap.org/way/77379500,https://www.openstreetmap.org/node/2248273216,https://www.openstreetmap.org/node/910808363,1
https://www.openstreetmap.org/way/41662422,https://www.openstreetmap.org/node/2763295892,https://www.openstreetmap.org/node/2763294169,30
https://www.openstreetmap.org/way/686199603,https://www.openstreetmap.org/node/593795343,https://www.openstreetmap.org/node/583941707,1
https://www.openstreetmap.org/way/8017500,https://www.openstreetmap.org/node/33084083,https://www.openstreetmap.org/node/33084075,3
https://www.openstreetmap.org/way/47233908,https://www.openstreetmap.org/node/8730916280,https://www.openstreetmap.org/node/601727488,2
https://www.openstreetmap.org/way/162374522,https://www.openstreetmap.org/node/1742803469,https://www.openstreetmap.org/node/7900865799,2
https://www.openstreetmap.org/way/146588903,https://www.openstreetmap.org/node/1598565505,https://www.openstreetmap.org/node/1598565420,6
https://www.openstreetmap.org/way/226154834,https://www.openstreetmap.org/node/9799744094,https://www.openstreetmap.org/node/9799744088,7
https://www.openstreetmap.org/way/437755176,https://www.openstreetmap.org/node/4355585776,https://www.openstreetmap.org/node/4355585774,1
https://www.openstreetmap.org/way/1013373973,https://www.openstreetmap.org/node/9349360339,https://www.openstreetmap.org/node/5063188859,2
https://www.openstreetmap.org/way/183412472,https://www.openstreetmap.org/node/3485532452,https://www.openstreetmap.org/node/5546111996,2
https://www.openstreetmap.org/way/341940339,https://www.openstreetmap.org/node/415802853,https://www.openstreetmap.org/node/9701982332,4
https://www.openstreetmap.org/way/23697698,https://www.openstreetmap.org/node/256596735,https://www.openstreetmap.org/node/256597062,4
https://www.openstreetmap.org/way/182877137,https://www.openstreetmap.org/node/1932348737,https://www.openstreetmap.org/node/261058463,4
https://www.openstreetmap.org/way/212503081,https://www.openstreetmap.org/node/2223482570,https://www.openstreetmap.org/node/2223482604,2
https://www.openstreetmap.org/way/24710861,https://www.openstreetmap.org/node/268583171,https://www.openstreetmap.org/node/295425813,5
https://www.openstreetmap.org/way/744812806,https://www.openstreetmap.org/node/4285283712,https://www.openstreetmap.org/node/409749074,13
https://www.openstreetmap.org/way/931605678,https://www.openstreetmap.org/node/8636691282,https://www.openstreetmap.org/node/8636691309,1
https://www.openstreetmap.org/way/178414758,https://www.openstreetmap.org/node/1887613059,https://www.openstreetmap.org/node/1887613058,1
https://www.openstreetmap.org/way/697819686,https://www.openstreetmap.org/node/1452778269,https://www.openstreetmap.org/node/1452778243,2
https://www.openstreetmap.org/way/743648328,https://www.openstreetmap.org/node/6960115285,https://www.openstreetmap.org/node/6960115284,1
https://www.openstreetmap.org/way/1190936157,https://www.openstreetmap.org/node/11057796166,https://www.openstreetmap.org/node/11057796164,1
https://www.openstreetmap.org/way/244901940,https://www.openstreetmap.org/node/2521720878,https://www.openstreetmap.org/node/434148880,11
https://www.openstreetmap.org/way/25060677,https://www.openstreetmap.org/node/9294336781,https://www.openstreetmap.org/node/603250815,9
https://www.openstreetmap.org/way/184167691,https://www.openstreetmap.org/node/257665893,https://www.openstreetmap.org/node/6433552894,2
https://www.openstreetmap.org/way/330146374,https://www.openstreetmap.org/node/3371043673,https://www.openstreetmap.org/node/4309743644,1
https://www.openstreetmap.org/way/962952344,https://www.openstreetmap.org/node/8907597390,https://www.openstreetmap.org/node/8907597392,2
https://www.openstreetmap.org/way/1098117073,https://www.openstreetmap.org/node/10207403798,https://www.openstreetmap.org/node/4917771105,1
https://www.openstreetmap.org/way/304102172,https://www.openstreetmap.org/node/3086186799,https://www.openstreetmap.org/node/3086186796,1
https://www.openstreetmap.org/way/628708601,https://www.openstreetmap.org/node/277835228,https://www.openstreetmap.org/node/11189830912,1
https://www.openstreetmap.org/way/1082129010,https://www.openstreetmap.org/node/1932348201,https://www.openstreetmap.org/node/412786568,2
https://www.openstreetmap.org/way/35961168,https://www.openstreetmap.org/node/420353374,https://www.openstreetmap.org/node/420353391,1
https://www.openstreetmap.org/way/943215948,https://www.openstreetmap.org/node/2895227299,https://www.openstreetmap.org/node/8684400707,1
https://www.openstreetmap.org/way/35797996,https://www.openstreetmap.org/node/1932349080,https://www.openstreetmap.org/node/1932349084,4
https://www.openstreetmap.org/way/216524623,https://www.openstreetmap.org/node/2258684100,https://www.openstreetmap.org/node/2258684109,1
https://www.openstreetmap.org/way/1007943316,https://www.openstreetmap.org/node/2279238338,https://www.openstreetmap.org/node/603303963,20
https://www.openstreetmap.org/way/631351592,https://www.openstreetmap.org/node/269274973,https://www.openstreetmap.org/node/258079604,6
https://www.openstreetmap.org/way/295269113,https://www.openstreetmap.org/node/443111399,https://www.openstreetmap.org/node/2043144351,238
https://www.openstreetmap.org/way/682323046,https://www.openstreetmap.org/node/1675894406,https://www.openstreetmap.org/node/4920132244,1
https://www.openstreetmap.org/way/475511570,https://www.openstreetmap.org/node/4692514371,https://www.openstreetmap.org/node/4039036130,1
https://www.openstreetmap.org/way/1144602107,https://www.openstreetmap.org/node/1912307666,https://www.openstreetmap.org/node/1912626049,2
https://www.openstreetmap.org/way/212505116,https://www.openstreetmap.org/node/2223513549,https://www.openstreetmap.org/node/333682394,1
https://www.openstreetmap.org/way/142486634,https://www.openstreetmap.org/node/7947468380,https://www.openstreetmap.org/node/1556191587,1
https://www.openstreetmap.org/way/193841253,https://www.openstreetmap.org/node/7902296154,https://www.openstreetmap.org/node/2043514267,1
https://www.openstreetmap.org/way/413779694,https://www.openstreetmap.org/node/3706984845,https://www.openstreetmap.org/node/4150371932,2
https://www.openstreetmap.org/way/664870780,https://www.openstreetmap.org/node/6223275986,https://www.openstreetmap.org/node/6223263763,1
https://www.openstreetmap.org/way/397401666,https://www.openstreetmap.org/node/269368324,https://www.openstreetmap.org/node/8349178377,5
https://www.openstreetmap.org/way/1108354390,https://www.openstreetmap.org/node/10141166885,https://www.openstreetmap.org/node/1537518083,3
https://www.openstreetmap.org/way/24571099,https://www.openstreetmap.org/node/267144698,https://www.openstreetmap.org/node/267144696,12
https://www.openstreetmap.org/way/37766077,https://www.openstreetmap.org/node/10245346135,https://www.openstreetmap.org/node/1587193697,16
https://www.openstreetmap.org/way/894570959,https://www.openstreetmap.org/node/8314949156,https://www.openstreetmap.org/node/256070578,1
https://www.openstreetmap.org/way/673166141,https://www.openstreetmap.org/node/417152434,https://www.openstreetmap.org/node/8317067015,1
https://www.openstreetmap.org/way/684907454,https://www.openstreetmap.org/node/6417332595,https://www.openstreetmap.org/node/6417332592,6
https://www.openstreetmap.org/way/1218632170,https://www.openstreetmap.org/node/11291983332,https://www.openstreetmap.org/node/11291983311,17
https://www.openstreetmap.org/way/154151601,https://www.openstreetmap.org/node/1674587518,https://www.openstreetmap.org/node/469812462,3
https://www.openstreetmap.org/way/37773185,https://www.openstreetmap.org/node/443111653,https://www.openstreetmap.org/node/443111669,1
https://www.openstreetmap.org/way/120487461,https://www.openstreetmap.org/node/6522353447,https://www.openstreetmap.org/node/5409638720,1
https://www.openstreetmap.org/way/81540076,https://www.openstreetmap.org/node/8751439447,https://www.openstreetmap.org/node/950518185,1
https://www.openstreetmap.org/way/682812992,https://www.openstreetmap.org/node/10572055517,https://www.openstreetmap.org/node/10572055521,2
https://www.openstreetmap.org/way/158088796,https://www.openstreetmap.org/node/1703454930,https://www.openstreetmap.org/node/1703454868,132
https://www.openstreetmap.org/way/749209191,https://www.openstreetmap.org/node/7006279428,https://www.openstreetmap.org/node/1025288876,1
https://www.openstreetmap.org/way/932886297,https://www.openstreetmap.org/node/8647573319,https://www.openstreetmap.org/node/8647573320,1
https://www.openstreetmap.org/way/28239367,https://www.openstreetmap.org/node/4359035935,https://www.openstreetmap.org/node/310164445,83
https://www.openstreetmap.org/way/34922516,https://www.openstreetmap.org/node/1859053292,https://www.openstreetmap.org/node/409752303,5
https://www.openstreetmap.org/way/336015943,https://www.openstreetmap.org/node/6762785787,https://www.openstreetmap.org/node/2245081482,1
https://www.openstreetmap.org/way/1216789071,https://www.openstreetmap.org/node/11274534789,https://www.openstreetmap.org/node/11274534818,1
https://www.openstreetmap.org/way/1213938941,https://www.openstreetmap.org/node/4118542523,https://www.openstreetmap.org/node/9525732547,1
https://www.openstreetmap.org/way/20120859,https://www.openstreetmap.org/node/212747623,https://www.openstreetmap.org/node/212748736,4
https://www.openstreetmap.org/way/954764677,https://www.openstreetmap.org/node/8837162723,https://www.openstreetmap.org/node/3035754301,4
https://www.openstreetmap.org/way/938057332,https://www.openstreetmap.org/node/4522090128,https://www.openstreetmap.org/node/8690557745,2
https://www.openstreetmap.org/way/720101951,https://www.openstreetmap.org/node/6758628665,https://www.openstreetmap.org/node/2505045529,4
https://www.openstreetmap.org/way/1190936151,https://www.openstreetmap.org/node/11057796013,https://www.openstreetmap.org/node/11057796094,2
https://www.openstreetmap.org/way/525268520,https://www.openstreetmap.org/node/269275127,https://www.openstreetmap.org/node/4951118491,2
https://www.openstreetmap.org/way/576927729,https://www.openstreetmap.org/node/1940782804,https://www.openstreetmap.org/node/5532300140,1
https://www.openstreetmap.org/way/299544512,https://www.openstreetmap.org/node/8846932678,https://www.openstreetmap.org/node/8846932686,1
https://www.openstreetmap.org/way/1148029632,https://www.openstreetmap.org/node/10681575207,https://www.openstreetmap.org/node/10681575208,1
https://www.openstreetmap.org/way/827849431,https://www.openstreetmap.org/node/7728471881,https://www.openstreetmap.org/node/8442122220,1
https://www.openstreetmap.org/way/182900659,https://www.openstreetmap.org/node/1932615584,https://www.openstreetmap.org/node/1932615574,5
https://www.openstreetmap.org/way/8017181,https://www.openstreetmap.org/node/25877783,https://www.openstreetmap.org/node/583312831,1
https://www.openstreetmap.org/way/452927987,https://www.openstreetmap.org/node/4497403998,https://www.openstreetmap.org/node/1562935051,1
https://www.openstreetmap.org/way/993805340,https://www.openstreetmap.org/node/9181709269,https://www.openstreetmap.org/node/9181709271,4
https://www.openstreetmap.org/way/1032948015,https://www.openstreetmap.org/node/9517043404,https://www.openstreetmap.org/node/9517043405,1
https://www.openstreetmap.org/way/682280368,https://www.openstreetmap.org/node/6389349664,https://www.openstreetmap.org/node/6389350492,1
https://www.openstreetmap.org/way/232588944,https://www.openstreetmap.org/node/1918468539,https://www.openstreetmap.org/node/2409335724,13
https://www.openstreetmap.org/way/1053495687,https://www.openstreetmap.org/node/1120110559,https://www.openstreetmap.org/node/1120110506,1
https://www.openstreetmap.org/way/1109874858,https://www.openstreetmap.org/node/1662678965,https://www.openstreetmap.org/node/3442011912,1
https://www.openstreetmap.org/way/218122469,https://www.openstreetmap.org/node/2274063668,https://www.openstreetmap.org/node/2274063660,28
https://www.openstreetmap.org/way/336723804,https://www.openstreetmap.org/node/2471591381,https://www.openstreetmap.org/node/2471591389,1
https://www.openstreetmap.org/way/242424125,https://www.openstreetmap.org/node/25831472,https://www.openstreetmap.org/node/1206788197,1
https://www.openstreetmap.org/way/142935469,https://www.openstreetmap.org/node/1562878402,https://www.openstreetmap.org/node/1562878393,3
https://www.openstreetmap.org/way/41197240,https://www.openstreetmap.org/node/503347313,https://www.openstreetmap.org/node/11331518652,5
https://www.openstreetmap.org/way/938804534,https://www.openstreetmap.org/node/1931821685,https://www.openstreetmap.org/node/431745752,1
https://www.openstreetmap.org/way/306991572,https://www.openstreetmap.org/node/3120355005,https://www.openstreetmap.org/node/3120348944,3
https://www.openstreetmap.org/way/168117997,https://www.openstreetmap.org/node/1644937788,https://www.openstreetmap.org/node/1644937866,1
https://www.openstreetmap.org/way/36378960,https://www.openstreetmap.org/node/3983350840,https://www.openstreetmap.org/node/989207352,1
https://www.openstreetmap.org/way/394698600,https://www.openstreetmap.org/node/615964403,https://www.openstreetmap.org/node/615964387,3
https://www.openstreetmap.org/way/1046916427,https://www.openstreetmap.org/node/8072137111,https://www.openstreetmap.org/node/8643861116,1
https://www.openstreetmap.org/way/238557231,https://www.openstreetmap.org/node/2463798759,https://www.openstreetmap.org/node/2463798795,1
https://www.openstreetmap.org/way/151737015,https://www.openstreetmap.org/node/1645772324,https://www.openstreetmap.org/node/4201254092,1
https://www.openstreetmap.org/way/865308206,https://www.openstreetmap.org/node/3948394627,https://www.openstreetmap.org/node/3948394625,1
https://www.openstreetmap.org/way/93770218,https://www.openstreetmap.org/node/10259455806,https://www.openstreetmap.org/node/10259455827,1
https://www.openstreetmap.org/way/686463872,https://www.openstreetmap.org/node/3750825792,https://www.openstreetmap.org/node/3750826316,1
https://www.openstreetmap.org/way/328778395,https://www.openstreetmap.org/node/9300879811,https://www.openstreetmap.org/node/3356061230,1
https://www.openstreetmap.org/way/37766355,https://www.openstreetmap.org/node/443010679,https://www.openstreetmap.org/node/443010658,3
https://www.openstreetmap.org/way/683892882,https://www.openstreetmap.org/node/6406323247,https://www.openstreetmap.org/node/6406323261,25
https://www.openstreetmap.org/way/27305608,https://www.openstreetmap.org/node/299747253,https://www.openstreetmap.org/node/299747250,10
https://www.openstreetmap.org/way/32906862,https://www.openstreetmap.org/node/257060144,https://www.openstreetmap.org/node/257060145,12
https://www.openstreetmap.org/way/25063192,https://www.openstreetmap.org/node/1932533437,https://www.openstreetmap.org/node/1932533432,38
https://www.openstreetmap.org/way/1097036251,https://www.openstreetmap.org/node/9583410014,https://www.openstreetmap.org/node/10045336425,1
https://www.openstreetmap.org/way/682809126,https://www.openstreetmap.org/node/2437590182,https://www.openstreetmap.org/node/2016836733,6
https://www.openstreetmap.org/way/875337697,https://www.openstreetmap.org/node/8238329445,https://www.openstreetmap.org/node/8147652218,1
https://www.openstreetmap.org/way/305724885,https://www.openstreetmap.org/node/3103919206,https://www.openstreetmap.org/node/796572778,2
https://www.openstreetmap.org/way/947247258,https://www.openstreetmap.org/node/268267162,https://www.openstreetmap.org/node/268263354,1
https://www.openstreetmap.org/way/307453779,https://www.openstreetmap.org/node/3126093678,https://www.openstreetmap.org/node/3126093667,2
https://www.openstreetmap.org/way/406233321,https://www.openstreetmap.org/node/1650674370,https://www.openstreetmap.org/node/1650674201,2
https://www.openstreetmap.org/way/925262463,https://www.openstreetmap.org/node/268252887,https://www.openstreetmap.org/node/10593426127,170
https://www.openstreetmap.org/way/181484821,https://www.openstreetmap.org/node/1919012196,https://www.openstreetmap.org/node/1140926099,1
https://www.openstreetmap.org/way/141690263,https://www.openstreetmap.org/node/1550951061,https://www.openstreetmap.org/node/1550951085,10
https://www.openstreetmap.org/way/624871909,https://www.openstreetmap.org/node/1125420178,https://www.openstreetmap.org/node/30043470,1
https://www.openstreetmap.org/way/962952342,https://www.openstreetmap.org/node/8907597392,https://www.openstreetmap.org/node/8665929978,2
https://www.openstreetmap.org/way/468785787,https://www.openstreetmap.org/node/4632541070,https://www.openstreetmap.org/node/4632541073,6
https://www.openstreetmap.org/way/55408192,https://www.openstreetmap.org/node/696072181,https://www.openstreetmap.org/node/696072173,1
https://www.openstreetmap.org/way/19796148,https://www.openstreetmap.org/node/206259002,https://www.openstreetmap.org/node/206259008,57
https://www.openstreetmap.org/way/1007943303,https://www.openstreetmap.org/node/9193743516,https://www.openstreetmap.org/node/268410617,14
https://www.openstreetmap.org/way/676379414,https://www.openstreetmap.org/node/259288457,https://www.openstreetmap.org/node/1932447004,2
https://www.openstreetmap.org/way/309411297,https://www.openstreetmap.org/node/6551820307,https://www.openstreetmap.org/node/3147398837,1
https://www.openstreetmap.org/way/950084837,https://www.openstreetmap.org/node/8396836309,https://www.openstreetmap.org/node/2490991683,1
https://www.openstreetmap.org/way/27197356,https://www.openstreetmap.org/node/11229089084,https://www.openstreetmap.org/node/11229504586,1
https://www.openstreetmap.org/way/81943690,https://www.openstreetmap.org/node/954819963,https://www.openstreetmap.org/node/954819941,1
https://www.openstreetmap.org/way/1006316465,https://www.openstreetmap.org/node/430331272,https://www.openstreetmap.org/node/3035441981,3
https://www.openstreetmap.org/way/164086083,https://www.openstreetmap.org/node/1757440942,https://www.openstreetmap.org/node/9806795313,6
https://www.openstreetmap.org/way/611494476,https://www.openstreetmap.org/node/10755651736,https://www.openstreetmap.org/node/1678708288,59
https://www.openstreetmap.org/way/45832217,https://www.openstreetmap.org/node/583341512,https://www.openstreetmap.org/node/10572410766,1
https://www.openstreetmap.org/way/183037091,https://www.openstreetmap.org/node/419649549,https://www.openstreetmap.org/node/9741571612,1
https://www.openstreetmap.org/way/391590689,https://www.openstreetmap.org/node/3948130307,https://www.openstreetmap.org/node/3948133258,1
https://www.openstreetmap.org/way/155166314,https://www.openstreetmap.org/node/4771968284,https://www.openstreetmap.org/node/2260508819,3
https://www.openstreetmap.org/way/35593502,https://www.openstreetmap.org/node/417152808,https://www.openstreetmap.org/node/3555721705,1
https://www.openstreetmap.org/way/842681609,https://www.openstreetmap.org/node/269276956,https://www.openstreetmap.org/node/3442209186,1
https://www.openstreetmap.org/way/1112532285,https://www.openstreetmap.org/node/10178579800,https://www.openstreetmap.org/node/10178579797,165
https://www.openstreetmap.org/way/71541706,https://www.openstreetmap.org/node/6910867420,https://www.openstreetmap.org/node/1917908662,1
https://www.openstreetmap.org/way/98742840,https://www.openstreetmap.org/node/1142409556,https://www.openstreetmap.org/node/1142409711,10
https://www.openstreetmap.org/way/151807005,https://www.openstreetmap.org/node/1647134960,https://www.openstreetmap.org/node/1649452569,5
https://www.openstreetmap.org/way/1013325554,https://www.openstreetmap.org/node/9348788514,https://www.openstreetmap.org/node/9348798620,4
https://www.openstreetmap.org/way/37264211,https://www.openstreetmap.org/node/434149000,https://www.openstreetmap.org/node/434149001,2
https://www.openstreetmap.org/way/836907552,https://www.openstreetmap.org/node/205331480,https://www.openstreetmap.org/node/7810737060,1
https://www.openstreetmap.org/way/690308326,https://www.openstreetmap.org/node/595651318,https://www.openstreetmap.org/node/3946661406,1
https://www.openstreetmap.org/way/224534621,https://www.openstreetmap.org/node/7838184744,https://www.openstreetmap.org/node/2333595559,13
https://www.openstreetmap.org/way/598350279,https://www.openstreetmap.org/node/1675894375,https://www.openstreetmap.org/node/6389755285,2
https://www.openstreetmap.org/way/23686693,https://www.openstreetmap.org/node/5864453918,https://www.openstreetmap.org/node/256497180,2
https://www.openstreetmap.org/way/804481034,https://www.openstreetmap.org/node/1538049149,https://www.openstreetmap.org/node/1538048794,16
https://www.openstreetmap.org/way/468101567,https://www.openstreetmap.org/node/247039969,https://www.openstreetmap.org/node/256582191,2
https://www.openstreetmap.org/way/1190936152,https://www.openstreetmap.org/node/11057796110,https://www.openstreetmap.org/node/11057796107,4
https://www.openstreetmap.org/way/153011770,https://www.openstreetmap.org/node/1644959721,https://www.openstreetmap.org/node/1657639053,4
https://www.openstreetmap.org/way/1227006958,https://www.openstreetmap.org/node/2589683244,https://www.openstreetmap.org/node/11378272562,1
https://www.openstreetmap.org/way/392392512,https://www.openstreetmap.org/node/1864036836,https://www.openstreetmap.org/node/1864036853,1
https://www.openstreetmap.org/way/739095200,https://www.openstreetmap.org/node/10922035250,https://www.openstreetmap.org/node/955769649,6
https://www.openstreetmap.org/way/47393806,https://www.openstreetmap.org/node/603304006,https://www.openstreetmap.org/node/10766359929,2
https://www.openstreetmap.org/way/269610827,https://www.openstreetmap.org/node/2747847331,https://www.openstreetmap.org/node/2747847327,1
https://www.openstreetmap.org/way/1053701493,https://www.openstreetmap.org/node/1068725682,https://www.openstreetmap.org/node/1068725596,4
https://www.openstreetmap.org/way/326315760,https://www.openstreetmap.org/node/1018950169,https://www.openstreetmap.org/node/6848063314,1
https://www.openstreetmap.org/way/1201007766,https://www.openstreetmap.org/node/615964300,https://www.openstreetmap.org/node/615964298,11
https://www.openstreetmap.org/way/327140794,https://www.openstreetmap.org/node/3338623439,https://www.openstreetmap.org/node/3338623325,3
https://www.openstreetmap.org/way/47235653,https://www.openstreetmap.org/node/601752157,https://www.openstreetmap.org/node/601752169,4
https://www.openstreetmap.org/way/45030201,https://www.openstreetmap.org/node/571092511,https://www.openstreetmap.org/node/256333740,2
https://www.openstreetmap.org/way/216658740,https://www.openstreetmap.org/node/2260508973,https://www.openstreetmap.org/node/2260508585,1
https://www.openstreetmap.org/way/398772655,https://www.openstreetmap.org/node/1145360857,https://www.openstreetmap.org/node/571595212,5
https://www.openstreetmap.org/way/392392491,https://www.openstreetmap.org/node/447969634,https://www.openstreetmap.org/node/447969633,4
https://www.openstreetmap.org/way/35903714,https://www.openstreetmap.org/node/419686685,https://www.openstreetmap.org/node/419686680,1
https://www.openstreetmap.org/way/131698426,https://www.openstreetmap.org/node/540140206,https://www.openstreetmap.org/node/1449146149,1
https://www.openstreetmap.org/way/299544708,https://www.openstreetmap.org/node/3035441957,https://www.openstreetmap.org/node/3035441935,1
